"id_supplier","supplier_name","supplier_description","date_signed_contract","supplier_int","supplier_float"
8566,"Постачальник №8566","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2021-01-02,639,1.39
8567,"Постачальник №8567","Постачальник товарів люкс-класу.",2014-03-12,1309,0.82
8568,"Постачальник №8568","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2013-04-07,83,0.09
8569,"Постачальник №8569","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2019-06-25,1251,0.3
8570,"Постачальник №8570","Відомий постачальник зоотоварів широкого використання.",2014-01-29,1514,0.27
8571,"Постачальник №8571","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2014-06-12,1189,1.22
8572,"Постачальник №8572","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2018-12-30,783,0.37
8573,"Постачальник №8573","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2015-06-03,9,2
8574,"Постачальник №8574","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2021-12-14,1127,0.03
8575,"Постачальник №8575","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2020-03-17,917,0.05
8576,"Постачальник №8576","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2013-02-19,605,1.02
8577,"Постачальник №8577","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2017-06-18,518,0.37
8578,"Постачальник №8578","Постачальник товарів люкс-класу.",2015-06-05,1153,1.72
8579,"Постачальник №8579","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2022-04-08,282,2.54
8580,"Постачальник №8580","Відомий постачальник зоотоварів широкого використання.",2010-02-07,1939,1.09
8581,"Постачальник №8581","Відомий постачальник зоотоварів широкого використання.",2016-11-24,970,0.44
8582,"Постачальник №8582","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2022-10-11,911,0.99
8583,"Постачальник №8583","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2013-12-16,555,0.7
8584,"Постачальник №8584","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2022-05-24,1038,1.76
8585,"Постачальник №8585","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2013-02-12,943,0.65
8586,"Постачальник №8586","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2016-05-25,1886,0.89
8587,"Постачальник №8587","Постачальник товарів люкс-класу.",2017-04-02,1459,2.62
8588,"Постачальник №8588","Відомий постачальник зоотоварів широкого використання.",2010-11-04,973,2.1
8589,"Постачальник №8589","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2019-08-23,1707,0.88
8590,"Постачальник №8590","Відомий постачальник зоотоварів широкого використання.",2019-12-17,372,1.32
8591,"Постачальник №8591","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2010-03-30,1703,0.49
8592,"Постачальник №8592","Постачальник товарів люкс-класу.",2016-09-30,681,0.57
8593,"Постачальник №8593","Постачальник товарів люкс-класу.",2015-08-19,1951,0.75
8594,"Постачальник №8594","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2016-03-08,1142,0.74
8595,"Постачальник №8595","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2011-10-10,1103,1.03
8596,"Постачальник №8596","Постачальник товарів люкс-класу.",2016-07-16,35,1.72
8597,"Постачальник №8597","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2017-09-10,694,0.43
8598,"Постачальник №8598","Постачальник товарів люкс-класу.",2012-08-14,1572,0.11
8599,"Постачальник №8599","Постачальник товарів люкс-класу.",2010-05-04,142,0.03
8600,"Постачальник №8600","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2016-09-14,1183,0.16
8601,"Постачальник №8601","Постачальник товарів люкс-класу.",2019-11-09,1612,0.41
8602,"Постачальник №8602","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2021-10-23,1876,1.77
8603,"Постачальник №8603","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2015-02-09,373,0.36
8604,"Постачальник №8604","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2012-02-29,1087,0.02
8605,"Постачальник №8605","Відомий постачальник зоотоварів широкого використання.",2023-03-16,461,1.06
8606,"Постачальник №8606","Постачальник товарів люкс-класу.",2010-08-07,1632,0.98
8607,"Постачальник №8607","Відомий постачальник зоотоварів широкого використання.",2012-11-22,1419,0.75
8608,"Постачальник №8608","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2011-03-07,1918,0.47
8609,"Постачальник №8609","Відомий постачальник зоотоварів широкого використання.",2022-02-08,1452,0.92
8610,"Постачальник №8610","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2017-05-01,1770,0.57
8611,"Постачальник №8611","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2012-07-26,381,0.84
8612,"Постачальник №8612","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2020-11-07,652,0.73
8613,"Постачальник №8613","Відомий постачальник зоотоварів широкого використання.",2020-05-09,1420,1.08
8614,"Постачальник №8614","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2018-12-08,1108,0.11
8615,"Постачальник №8615","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2013-04-18,1709,1.22
8616,"Постачальник №8616","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2015-12-13,1032,2.61
8617,"Постачальник №8617","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2019-10-23,373,0.08
8618,"Постачальник №8618","Відомий постачальник зоотоварів широкого використання.",2011-01-12,28,1.31
8619,"Постачальник №8619","Відомий постачальник зоотоварів широкого використання.",2020-10-06,463,0.79
8620,"Постачальник №8620","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2015-01-02,1348,0.11
8621,"Постачальник №8621","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2018-12-27,198,0.79
8622,"Постачальник №8622","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2016-03-09,1040,0.37
8623,"Постачальник №8623","Відомий постачальник зоотоварів широкого використання.",2010-07-06,1654,0.33
8624,"Постачальник №8624","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2014-06-04,243,2.29
8625,"Постачальник №8625","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2020-05-19,592,0.41
8626,"Постачальник №8626","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2011-12-16,1965,0.19
8627,"Постачальник №8627","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2021-07-07,1275,1.06
8628,"Постачальник №8628","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2012-03-02,195,0.32
8629,"Постачальник №8629","Відомий постачальник зоотоварів широкого використання.",2011-12-19,1809,0.76
8630,"Постачальник №8630","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2016-12-25,65,0.85
8631,"Постачальник №8631","Відомий постачальник зоотоварів широкого використання.",2010-07-05,943,1.45
8632,"Постачальник №8632","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2013-06-29,1575,0.54
8633,"Постачальник №8633","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2022-06-17,1512,0.51
8634,"Постачальник №8634","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2015-08-06,21,1.29
8635,"Постачальник №8635","Відомий постачальник зоотоварів широкого використання.",2012-01-16,934,2.09
8636,"Постачальник №8636","Відомий постачальник зоотоварів широкого використання.",2013-10-11,1425,0.24
8637,"Постачальник №8637","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2013-12-13,883,0.46
8638,"Постачальник №8638","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2020-02-24,939,0.69
8639,"Постачальник №8639","Відомий постачальник зоотоварів широкого використання.",2022-03-20,1338,1.02
8640,"Постачальник №8640","Відомий постачальник зоотоварів широкого використання.",2014-03-24,849,1.37
8641,"Постачальник №8641","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2020-03-03,1998,1.94
8642,"Постачальник №8642","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2020-07-20,1074,0.62
8643,"Постачальник №8643","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2019-12-12,1206,1.49
8644,"Постачальник №8644","Постачальник товарів люкс-класу.",2011-01-21,636,0.82
8645,"Постачальник №8645","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2022-10-27,1114,0.35
8646,"Постачальник №8646","Відомий постачальник зоотоварів широкого використання.",2010-02-12,1887,0.39
8647,"Постачальник №8647","Відомий постачальник зоотоварів широкого використання.",2010-01-31,1877,1.29
8648,"Постачальник №8648","Відомий постачальник зоотоварів широкого використання.",2022-10-23,1906,1.12
8649,"Постачальник №8649","Постачальник товарів люкс-класу.",2019-06-01,1093,0.25
8650,"Постачальник №8650","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2019-04-28,1158,2.05
8651,"Постачальник №8651","Відомий постачальник зоотоварів широкого використання.",2010-11-14,1267,1.05
8652,"Постачальник №8652","Постачальник товарів люкс-класу.",2013-03-28,445,1.3
8653,"Постачальник №8653","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2021-05-23,1931,2.46
8654,"Постачальник №8654","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2023-05-31,1580,0.79
8655,"Постачальник №8655","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2020-05-08,971,1.59
8656,"Постачальник №8656","Постачальник товарів люкс-класу.",2016-01-24,1962,0.82
8657,"Постачальник №8657","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2023-07-23,979,0.43
8658,"Постачальник №8658","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2012-11-12,83,0.01
8659,"Постачальник №8659","Постачальник товарів люкс-класу.",2022-11-07,270,0.4
8660,"Постачальник №8660","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2015-06-18,1795,0.1
8661,"Постачальник №8661","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2023-01-23,529,0.5
8662,"Постачальник №8662","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2019-01-21,421,1.07
8663,"Постачальник №8663","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2014-11-11,631,0.69
8664,"Постачальник №8664","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2022-12-30,1675,0.29
8665,"Постачальник №8665","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2013-08-28,303,0.19
8666,"Постачальник №8666","Постачальник товарів люкс-класу.",2023-02-09,113,0.35
8667,"Постачальник №8667","Відомий постачальник зоотоварів широкого використання.",2013-09-08,1598,0.35
8668,"Постачальник №8668","Постачальник товарів люкс-класу.",2021-07-15,248,0.98
8669,"Постачальник №8669","Відомий постачальник зоотоварів широкого використання.",2019-06-25,1729,0.33
8670,"Постачальник №8670","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2010-05-09,268,0.52
8671,"Постачальник №8671","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2016-09-08,1774,0.23
8672,"Постачальник №8672","Постачальник товарів люкс-класу.",2019-07-17,1679,0.49
8673,"Постачальник №8673","Відомий постачальник зоотоварів широкого використання.",2018-03-13,337,0.06
8674,"Постачальник №8674","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2022-07-09,7,0.44
8675,"Постачальник №8675","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2011-10-31,28,0.86
8676,"Постачальник №8676","Відомий постачальник зоотоварів широкого використання.",2014-02-06,1881,0.57
8677,"Постачальник №8677","Постачальник товарів люкс-класу.",2021-10-30,1160,0.13
8678,"Постачальник №8678","Відомий постачальник зоотоварів широкого використання.",2017-12-05,810,1.6
8679,"Постачальник №8679","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2019-09-13,1291,0.12
8680,"Постачальник №8680","Постачальник товарів люкс-класу.",2021-09-21,562,1.65
8681,"Постачальник №8681","Відомий постачальник зоотоварів широкого використання.",2014-09-07,124,0.36
8682,"Постачальник №8682","Відомий постачальник зоотоварів широкого використання.",2022-10-16,1246,0.04
8683,"Постачальник №8683","Постачальник товарів люкс-класу.",2018-10-16,1092,1.1
8684,"Постачальник №8684","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2012-05-26,1378,0.33
8685,"Постачальник №8685","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2015-04-26,537,0.52
8686,"Постачальник №8686","Відомий постачальник зоотоварів широкого використання.",2012-06-29,1864,0.79
8687,"Постачальник №8687","Постачальник товарів люкс-класу.",2019-11-07,600,0.16
8688,"Постачальник №8688","Відомий постачальник зоотоварів широкого використання.",2015-09-04,1223,0.23
8689,"Постачальник №8689","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2011-07-05,1057,1.18
8690,"Постачальник №8690","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2017-07-13,35,0.01
8691,"Постачальник №8691","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2017-05-07,8,0.31
8692,"Постачальник №8692","Відомий постачальник зоотоварів широкого використання.",2012-05-12,67,0.38
8693,"Постачальник №8693","Відомий постачальник зоотоварів широкого використання.",2014-05-25,598,0.95
8694,"Постачальник №8694","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2018-04-12,31,0.23
8695,"Постачальник №8695","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2013-05-14,1335,0.95
8696,"Постачальник №8696","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2013-01-10,206,0.37
8697,"Постачальник №8697","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2014-01-20,462,0.63
8698,"Постачальник №8698","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2016-03-23,231,1.27
8699,"Постачальник №8699","Постачальник товарів люкс-класу.",2012-12-10,564,1.13
8700,"Постачальник №8700","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2011-01-26,820,0.35
8701,"Постачальник №8701","Постачальник товарів люкс-класу.",2022-07-14,4,0.74
8702,"Постачальник №8702","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2011-05-19,64,0.15
8703,"Постачальник №8703","Постачальник товарів люкс-класу.",2018-03-26,1953,1.91
8704,"Постачальник №8704","Постачальник товарів люкс-класу.",2015-04-14,805,1.37
8705,"Постачальник №8705","Відомий постачальник зоотоварів широкого використання.",2012-12-15,270,1.37
8706,"Постачальник №8706","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2015-02-28,632,0.36
8707,"Постачальник №8707","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2023-03-06,1089,0.26
8708,"Постачальник №8708","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2011-07-04,1571,0.8
8709,"Постачальник №8709","Постачальник товарів люкс-класу.",2012-07-21,1885,0.07
8710,"Постачальник №8710","Відомий постачальник зоотоварів широкого використання.",2018-08-05,661,1.23
8711,"Постачальник №8711","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2012-03-15,434,0.82
8712,"Постачальник №8712","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2022-01-28,1429,2.05
8713,"Постачальник №8713","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2012-05-14,1240,0.9
8714,"Постачальник №8714","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2021-03-02,956,1.93
8715,"Постачальник №8715","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2023-08-31,146,0.03
8716,"Постачальник №8716","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2015-02-26,1061,1.16
8717,"Постачальник №8717","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2014-07-28,1800,1.07
8718,"Постачальник №8718","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2013-10-21,797,0.31
8719,"Постачальник №8719","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2022-10-02,871,0.48
8720,"Постачальник №8720","Постачальник товарів люкс-класу.",2022-01-16,459,1.74
8721,"Постачальник №8721","Постачальник товарів люкс-класу.",2016-12-26,194,0.8
8722,"Постачальник №8722","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2017-12-31,1829,1.5
8723,"Постачальник №8723","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2014-01-15,1998,1.51
8724,"Постачальник №8724","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2023-01-25,1678,0.74
8725,"Постачальник №8725","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2019-12-06,1612,0.1
8726,"Постачальник №8726","Постачальник товарів люкс-класу.",2021-03-22,1028,0.67
8727,"Постачальник №8727","Постачальник товарів люкс-класу.",2012-12-26,264,0.04
8728,"Постачальник №8728","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2020-12-14,1693,1.29
8729,"Постачальник №8729","Відомий постачальник зоотоварів широкого використання.",2017-07-13,1584,2.24
8730,"Постачальник №8730","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2013-11-23,935,0.78
8731,"Постачальник №8731","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2018-09-28,316,0.04
8732,"Постачальник №8732","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2014-04-28,979,1.23
8733,"Постачальник №8733","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2012-01-02,218,2.24
8734,"Постачальник №8734","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2018-01-18,780,0.59
8735,"Постачальник №8735","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2023-05-20,912,0.78
8736,"Постачальник №8736","Постачальник товарів люкс-класу.",2011-02-28,390,0.05
8737,"Постачальник №8737","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2019-09-09,1397,2.41
8738,"Постачальник №8738","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2013-11-16,353,0.8
8739,"Постачальник №8739","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2015-07-06,1413,0.92
8740,"Постачальник №8740","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2010-11-26,152,1.2
8741,"Постачальник №8741","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2020-06-01,586,0.07
8742,"Постачальник №8742","Постачальник товарів люкс-класу.",2014-02-12,88,0.21
8743,"Постачальник №8743","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2018-03-05,739,0.3
8744,"Постачальник №8744","Відомий постачальник зоотоварів широкого використання.",2023-06-18,255,0.11
8745,"Постачальник №8745","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2014-12-02,1555,0.65
8746,"Постачальник №8746","Постачальник товарів люкс-класу.",2018-06-13,741,1.91
8747,"Постачальник №8747","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2014-08-08,1133,0.31
8748,"Постачальник №8748","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2019-07-12,967,0.13
8749,"Постачальник №8749","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2018-03-05,28,0.21
8750,"Постачальник №8750","Постачальник товарів люкс-класу.",2022-09-02,1031,1.19
8751,"Постачальник №8751","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2018-11-06,61,0.18
8752,"Постачальник №8752","Відомий постачальник зоотоварів широкого використання.",2010-04-20,362,1.41
8753,"Постачальник №8753","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2014-11-14,1998,1.09
8754,"Постачальник №8754","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2013-05-29,1589,1.41
8755,"Постачальник №8755","Відомий постачальник зоотоварів широкого використання.",2012-12-23,244,1.53
8756,"Постачальник №8756","Відомий постачальник зоотоварів широкого використання.",2021-10-29,305,2.13
8757,"Постачальник №8757","Постачальник товарів люкс-класу.",2021-04-08,306,0.7
8758,"Постачальник №8758","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2020-05-06,1007,1.76
8759,"Постачальник №8759","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2019-09-21,183,0.45
8760,"Постачальник №8760","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2018-04-06,1185,0.19
8761,"Постачальник №8761","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2020-04-05,883,1.69
8762,"Постачальник №8762","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2022-12-19,276,0.02
8763,"Постачальник №8763","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2012-04-06,1281,0.42
8764,"Постачальник №8764","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2018-09-27,954,0.58
8765,"Постачальник №8765","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2011-09-09,997,0.55
8766,"Постачальник №8766","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2020-09-06,505,0.45
8767,"Постачальник №8767","Постачальник товарів люкс-класу.",2011-11-23,1096,0.39
8768,"Постачальник №8768","Відомий постачальник зоотоварів широкого використання.",2020-02-11,272,0.06
8769,"Постачальник №8769","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2018-04-24,1555,1.83
8770,"Постачальник №8770","Постачальник товарів люкс-класу.",2023-01-01,1854,1.12
8771,"Постачальник №8771","Відомий постачальник зоотоварів широкого використання.",2018-10-26,1952,2.26
8772,"Постачальник №8772","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2020-08-04,538,1.22
8773,"Постачальник №8773","Постачальник товарів люкс-класу.",2018-08-06,476,1.85
8774,"Постачальник №8774","Постачальник товарів люкс-класу.",2012-09-26,645,1.52
8775,"Постачальник №8775","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2021-06-16,1492,0.73
8776,"Постачальник №8776","Постачальник товарів люкс-класу.",2020-01-13,563,1.25
8777,"Постачальник №8777","Постачальник товарів люкс-класу.",2015-11-27,1362,0.14
8778,"Постачальник №8778","Відомий постачальник зоотоварів широкого використання.",2020-05-23,162,0.18
8779,"Постачальник №8779","Постачальник товарів люкс-класу.",2021-10-04,930,1.05
8780,"Постачальник №8780","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2013-07-06,984,0.13
8781,"Постачальник №8781","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2019-08-20,1170,1.21
8782,"Постачальник №8782","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2018-05-01,923,0.29
8783,"Постачальник №8783","Відомий постачальник зоотоварів широкого використання.",2019-03-11,367,0.98
8784,"Постачальник №8784","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2017-05-13,1823,0.41
8785,"Постачальник №8785","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2012-01-05,1067,0.04
8786,"Постачальник №8786","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2020-02-11,933,0.52
8787,"Постачальник №8787","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2011-07-07,1004,0.21
8788,"Постачальник №8788","Постачальник товарів люкс-класу.",2021-02-08,3,0.01
8789,"Постачальник №8789","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2014-02-20,1245,0.63
8790,"Постачальник №8790","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2020-01-08,309,0.07
8791,"Постачальник №8791","Постачальник товарів люкс-класу.",2016-12-31,455,0.21
8792,"Постачальник №8792","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2021-04-23,1152,1.27
